# test:492
حال	O	O	O
خطبهٔ	O	O	O
غدیر	B-PER	O	O	*
را	O	O	O
روخوانی	O	O	O
کرده‌اید	O	O	O
؟	O	O	O

# test:1047
هر	O	O	O
گاه	O	O	O
تناسب	O	O	O
نیروها	O	O	O
در	O	O	O
حوزهٔ	O	O	O
سیاسی	O	O	O
ایران	B-LOC	B-LOC	B-LOC
به	O	O	O
سود	O	O	O
دین‌باوران	O	O	O
دگرگون	O	O	O
شود	O	O	O
،	O	O	O
با	O	O	O
شتاب	O	O	O
از	O	O	O
دولت	O	O	O
دینی	O	O	O
هواداری	O	O	O
خواهند	O	O	O
کرد	O	O	O
.	O	O	O

# test:497
یک	O	O	O
سایت	O	O	O
از	O	O	O
لوگوی	O	O	O
گوگل	B-ORG	B-ORG	B-ORG
کپی‌برداری	O	O	O
کرد	O	O	O
.	O	O	O

# test:1182
یعقوبی	B-PER	B-PER	B-PER
در	O	O	O
بیان	O	O	O
تاریخ	O	O	O
پیامبران	O	O	O
،	O	O	O
از	O	O	O
قرآن	O	O	O
مجید	O	O	O
و	O	O	O
مآخذ	O	O	O
اسلامی	O	O	O
و	O	O	O
کتب	O	O	O
عهدین	O	O	O
از	O	O	O
جمله	O	O	O
اناجیل	O	O	O
اربعه	B-LOC	O	O	*
نقل	O	O	O
و	O	O	O
اقتباس	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:214
فرانسویان	O	O	O
برای	O	O	O
خصوصی‌سازی	O	O	O
پست	O	O	O
رأی‌گیری	O	O	O
می‌کنند	O	O	O
.	O	O	O

# test:863
10	O	O	O
صبح	O	O	O
چهارشنبه	O	B-DAT	B-DAT	*
استاندار	O	O	O
،	O	O	O
عباس	B-PER	B-PER	B-PER
حسینی‌نژاد	I-PER	I-PER	I-PER
را	O	O	O
معارفه	O	O	O
می‌کند	O	O	O
.	O	O	O

# test:604
پس	O	O	O
از	O	O	O
زخم	O	O	O
خوردن	O	O	O
سهراب	B-PER	B-PER	B-PER
یل	I-PER	O	O	*
با	O	O	O
خنجر	O	O	O
رستم	O	B-PER	B-PER	*
،	O	O	O
کاووس	B-PER	B-PER	B-PER
خدعه	O	O	O
کرد	O	O	O
و	O	O	O
تمام	O	O	O
نوشداروها	O	O	O
را	O	O	O
از	O	O	O
سطح	O	O	O
دواخانه‌های	O	O	O
سیستان	B-LOC	B-LOC	B-LOC
جمع	O	O	O
کرد	O	O	O
.	O	O	O

# test:925
شیخ	O	O	O
شیراز	O	B-LOC	B-LOC	*
سعدی‌نامه	O	O	O
را	O	O	O
این	O	O	O
گونه	O	O	O
آغاز	O	O	O
نهاده	O	O	O
است	O	O	O
.	O	O	O

# test:1304
این	O	O	O
مقدار	O	O	O
مواد	O	O	O
مخدر	O	O	O
در	O	O	O
منطقهٔ	O	O	O
نوکجوب	O	B-LOC	B-LOC	*
این	O	O	O
شهرستان	O	O	O
بارانداز	O	O	O
شده	O	O	O
بود	O	O	O
.	O	O	O

# test:806
چگونه	O	O	O
می‌شود	O	O	O
میل	O	O	O
زد	O	O	O
؟	O	O	O

# test:1287
Severo	B-PER	B-PER	B-PER
Ochoa	I-PER	I-PER	I-PER
جایزهٔ	O	O	O
نوبل	O	O	O
را	O	O	O
در	O	O	O
سال	B-DAT	B-DAT	B-DAT
1959	I-DAT	I-DAT	I-DAT
(	O	O	O
مشترکاً	O	O	O
با	O	O	O
Arthur	B-PER	B-PER	B-PER
Kornberg	I-PER	I-PER	I-PER
)	O	O	O
برنده	O	O	O
شد	O	O	O
،	O	O	O
بعد	O	O	O
از	O	O	O
اینکه	O	O	O
او	O	O	O
یک	O	O	O
آنزیمی	O	O	O
را	O	O	O
کشف	O	O	O
کرد	O	O	O
که	O	O	O
RNA	O	O	O
را	O	O	O
در	O	O	O
آزمایشگاه	O	O	O
سنتز	O	O	O
می‌کرد	O	O	O
.	O	O	O

# test:1237
طی	B-DAT	O	O	*
دههٔ	I-DAT	B-DAT	B-DAT	*
1990	I-DAT	I-DAT	I-DAT
میلادی	I-DAT	I-DAT	I-DAT
بسیاری	O	O	O
از	O	O	O
کشورها	O	O	O
به	O	O	O
رهبری	O	O	O
آمریکا	B-LOC	B-LOC	B-LOC
تحریم‌های	O	O	O
بین‌المللی	O	O	O
را	O	O	O
علیه	O	O	O
رژیم	B-ORG	O	O	*
میانمار	I-ORG	B-LOC	B-LOC	*
که	O	O	O
ناقض	O	O	O
حقوق	O	O	O
بشر	O	O	O
بود	O	O	O
اعمال	O	O	O
داشتند	O	O	O
.	O	O	O

# test:752
اهمیت	O	O	O
انتخابات	O	O	O
با	O	O	O
تحولات	O	O	O
جهانی	O	O	O
فزونی	O	O	O
گرفت	O	O	O
.	O	O	O

# test:1137
این	O	O	O
شرکت‌ها	O	O	O
90%	O	O	O
هزینه‌های	O	O	O
خود	O	O	O
را	O	O	O
از	O	O	O
طریق	O	O	O
تبلیغات	O	O	O
و	O	O	O
10%	O	O	O
باقی‌مانده	O	O	O
را	O	O	O
از	O	O	O
طریق	O	O	O
مرکز	B-ORG	O	O	*
مخابرات	I-ORG	O	O	*
خود	O	O	O
حصول	O	O	O
می‌کنند	O	O	O
.	O	O	O

# test:968
اعضای	O	O	O
گروه	O	O	O
ایرانی	O	O	O
موسیقی	O	O	O
"	O	O	O
سل	B-ORG	O	O	*
"	O	O	O
به	O	O	O
سرپرستی	O	O	O
"	O	O	O
بهمن	B-PER	B-PER	B-PER
مه‌آبادی	I-PER	I-PER	I-PER
"	O	O	O
در	O	O	O
ارکستر	O	B-ORG	B-ORG	*
سمفونیک	O	I-ORG	I-ORG	*
بارسلونا	B-ORG	I-ORG	I-ORG	*
